,content,class,species,filename
7531,LeafScan,5131,Populus tremula L.,33734.jpg
7532,LeafScan,30056,Cornus sanguinea L.,64407.jpg
7533,LeafScan,44462,Pittosporum tenuifolium Gaertn.,92925.jpg
7534,LeafScan,29924,Acer negundo L.,31097.jpg
7535,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,15856.jpg
7536,LeafScan,3962,Syringa vulgaris L.,25759.jpg
7537,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,70582.jpg
7538,LeafScan,8524,Acer opalus Mill.,45288.jpg
7539,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,100344.jpg
7540,LeafScan,30325,Rosmarinus officinalis L.,25673.jpg
7541,LeafScan,8775,Betula utilis D.Don,77696.jpg
7542,LeafScan,30283,Pistacia terebinthus L.,29780.jpg
7543,LeafScan,1328,Carpinus betulus L.,64824.jpg
7544,LeafScan,14803,Tilia platyphyllos Scop.,29325.jpg
7545,LeafScan,30325,Rosmarinus officinalis L.,86051.jpg
7546,LeafScan,54,Cotinus coggygria Scop.,13175.jpg
7547,LeafScan,3942,Fraxinus angustifolia Vahl,4559.jpg
7548,LeafScan,7305,Juniperus oxycedrus L.,51177.jpg
7549,LeafScan,55,Pistacia lentiscus L.,77100.jpg
7550,LeafScan,1321,Alnus glutinosa (L.) Gaertn.,67158.jpg
7551,LeafScan,3798,Magnolia grandiflora L.,109985.jpg
7552,LeafScan,1973,Viburnum tinus L.,82224.jpg
7553,LeafScan,3549,Glechoma hederacea L.,9694.jpg
7554,LeafScan,30381,Sorbus aria (L.) Crantz,66149.jpg
7555,LeafScan,5148,Salix caprea L.,26403.jpg
7556,LeafScan,59,Rhus coriaria L.,42580.jpg
7557,LeafScan,1842,Buxus sempervirens L.,110543.jpg
7558,LeafScan,8522,Acer campestre L.,63349.jpg
7559,LeafScan,5602,Daphne cneorum L.,56131.jpg
7560,LeafScan,30249,Nerium oleander L.,41456.jpg
7561,LeafScan,3958,Phillyrea angustifolia L.,48984.jpg
7562,LeafScan,1325,Betula pendula Roth,22340.jpg
7563,LeafScan,14872,Ulmus minor Mill.,35935.jpg
7564,LeafScan,4379,Punica granatum L.,48648.jpg
7565,LeafScan,4826,Prunus armeniaca L.,11450.jpg
7566,LeafScan,55,Pistacia lentiscus L.,83348.jpg
7567,LeafScan,14872,Ulmus minor Mill.,96160.jpg
7568,LeafScan,4616,Paliurus spina-christi Mill.,66177.jpg
7569,LeafScan,1328,Carpinus betulus L.,57837.jpg
7570,LeafScan,30381,Sorbus aria (L.) Crantz,77680.jpg
7571,LeafScan,3279,Castanea sativa Mill.,62299.jpg
7572,LeafScan,29924,Acer negundo L.,18577.jpg
7573,LeafScan,3958,Phillyrea angustifolia L.,63425.jpg
7574,LeafScan,4617,Rhamnus alaternus L.,80486.jpg
7575,LeafScan,2475,Cornus mas L.,94502.jpg
7576,LeafScan,54,Cotinus coggygria Scop.,95145.jpg
7577,LeafScan,14872,Ulmus minor Mill.,87540.jpg
7578,LeafScan,329,Hedera helix L.,10128.jpg
7579,LeafScan,3279,Castanea sativa Mill.,28102.jpg
7580,LeafScan,5634,Celtis australis L.,38977.jpg
7581,LeafScan,30040,Cercis siliquastrum L.,21556.jpg
7582,LeafScan,59,Rhus coriaria L.,30398.jpg
7583,LeafScan,3505,Juglans nigra L.,50199.jpg
7584,LeafScan,1325,Betula pendula Roth,110523.jpg
7585,LeafScan,5131,Populus tremula L.,24537.jpg
7586,LeafScan,29924,Acer negundo L.,4487.jpg
7587,LeafScan,8523,Acer monspessulanum L.,28980.jpg
7588,LeafScan,3750,Laurus nobilis L.,34327.jpg
7589,LeafScan,3288,Quercus ilex L.,39789.jpg
7590,LeafScan,7315,Ginkgo biloba L.,104356.jpg
7591,LeafScan,8774,Betula pubescens Ehrh.,15249.jpg
7592,LeafScan,6383,Smilax aspera L.,22790.jpg
7593,LeafScan,8523,Acer monspessulanum L.,107805.jpg
7594,LeafScan,5128,Populus nigra L.,38962.jpg
7595,LeafScan,4990,Sorbus domestica L.,78181.jpg
7596,LeafScan,14872,Ulmus minor Mill.,71736.jpg
7597,LeafScan,30249,Nerium oleander L.,105754.jpg
7598,LeafScan,7305,Juniperus oxycedrus L.,47470.jpg
7599,LeafScan,1325,Betula pendula Roth,75733.jpg
7600,LeafScan,5623,Tilia cordata Mill.,52892.jpg
7601,LeafScan,5156,Salix fragilis L.,76086.jpg
7602,LeafScan,30040,Cercis siliquastrum L.,44024.jpg
7603,LeafScan,44462,Pittosporum tenuifolium Gaertn.,81933.jpg
7604,LeafScan,329,Hedera helix L.,17401.jpg
7605,LeafScan,5124,Populus alba L.,91246.jpg
7606,LeafScan,3291,Quercus petraea Liebl.,85067.jpg
7607,LeafScan,4843,Prunus padus L.,361.jpg
7608,LeafScan,5134,Salix alba L.,16905.jpg
7609,LeafScan,3288,Quercus ilex L.,40572.jpg
7610,LeafScan,30249,Nerium oleander L.,69164.jpg
7611,LeafScan,4760,Malus domestica Borkh.,31822.jpg
7612,LeafScan,1837,Buddleja davidii Franch.,54156.jpg
7613,LeafScan,4502,Ranunculus bulbosus L.,75829.jpg
7614,LeafScan,2689,Euphorbia characias L.,89793.jpg
7615,LeafScan,3806,Althaea officinalis L.,13535.jpg
7616,LeafScan,5634,Celtis australis L.,35497.jpg
7617,LeafScan,4616,Paliurus spina-christi Mill.,61556.jpg
7618,LeafScan,12,Acer saccharinum L.,85193.jpg
7619,LeafScan,2648,Arbutus unedo L.,54552.jpg
7620,LeafScan,3798,Magnolia grandiflora L.,11286.jpg
7621,LeafScan,3279,Castanea sativa Mill.,68501.jpg
7622,LeafScan,2475,Cornus mas L.,24374.jpg
7623,LeafScan,3958,Phillyrea angustifolia L.,108103.jpg
7624,LeafScan,2689,Euphorbia characias L.,36752.jpg
7625,LeafScan,329,Hedera helix L.,76071.jpg
7626,LeafScan,3962,Syringa vulgaris L.,56463.jpg
7627,LeafScan,1842,Buxus sempervirens L.,2398.jpg
7628,LeafScan,14872,Ulmus minor Mill.,73554.jpg
7629,LeafScan,5602,Daphne cneorum L.,92821.jpg
7630,LeafScan,55,Pistacia lentiscus L.,87267.jpg
7631,LeafScan,13559,Prunus serrulata Lindl.,50026.jpg
7632,LeafScan,7396,Polystichum setiferum (Forssk.) T.Moore ex Woyn.,14464.jpg
7633,LeafScan,54,Cotinus coggygria Scop.,80763.jpg
7634,LeafScan,5124,Populus alba L.,104772.jpg
7635,LeafScan,3279,Castanea sativa Mill.,106088.jpg
7636,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,105993.jpg
7637,LeafScan,30129,Frangula dodonei Ard.,58570.jpg
7638,LeafScan,3288,Quercus ilex L.,77568.jpg
7639,LeafScan,3958,Phillyrea angustifolia L.,12758.jpg
7640,LeafScan,3956,Olea europaea L.,92796.jpg
7641,LeafScan,3465,Aesculus hippocastanum L.,63073.jpg
7642,LeafScan,4827,Prunus avium (L.) L.,95818.jpg
7643,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,74700.jpg
7644,LeafScan,4847,Prunus spinosa L.,108925.jpg
7645,LeafScan,1972,Viburnum opulus L.,104610.jpg
7646,LeafScan,4843,Prunus padus L.,18660.jpg
7647,LeafScan,5714,Vitex agnus-castus L.,105158.jpg
7648,LeafScan,3798,Magnolia grandiflora L.,26974.jpg
7649,LeafScan,4721,Crataegus monogyna Jacq.,94690.jpg
7650,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,22495.jpg
7651,LeafScan,29924,Acer negundo L.,112731.jpg
7652,LeafScan,3942,Fraxinus angustifolia Vahl,107047.jpg
7653,LeafScan,8522,Acer campestre L.,63186.jpg
7654,LeafScan,5128,Populus nigra L.,83518.jpg
7655,LeafScan,8712,Atriplex prostrata Boucher ex DC.,8943.jpg
7656,LeafScan,3288,Quercus ilex L.,84816.jpg
7657,LeafScan,5634,Celtis australis L.,95814.jpg
7658,LeafScan,30122,Fagus sylvatica L.,47525.jpg
7659,LeafScan,14872,Ulmus minor Mill.,109004.jpg
7660,LeafScan,3279,Castanea sativa Mill.,95698.jpg
7661,LeafScan,30195,Laburnum anagyroides Medik.,10611.jpg
7662,LeafScan,7483,Liquidambar styraciflua L.,11388.jpg
7663,LeafScan,3958,Phillyrea angustifolia L.,47111.jpg
7664,LeafScan,2475,Cornus mas L.,94447.jpg
7665,LeafScan,5131,Populus tremula L.,56353.jpg
7666,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,81389.jpg
7667,LeafScan,14872,Ulmus minor Mill.,17413.jpg
7668,LeafScan,1973,Viburnum tinus L.,32097.jpg
7669,LeafScan,3956,Olea europaea L.,39394.jpg
7670,LeafScan,3958,Phillyrea angustifolia L.,15252.jpg
7671,LeafScan,3279,Castanea sativa Mill.,82133.jpg
7672,LeafScan,14872,Ulmus minor Mill.,82422.jpg
7673,LeafScan,2689,Euphorbia characias L.,101419.jpg
7674,LeafScan,4617,Rhamnus alaternus L.,111210.jpg
7675,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,50096.jpg
7676,LeafScan,5634,Celtis australis L.,29681.jpg
7677,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,38026.jpg
7678,LeafScan,3958,Phillyrea angustifolia L.,24895.jpg
7679,LeafScan,5124,Populus alba L.,43859.jpg
7680,LeafScan,1837,Buddleja davidii Franch.,41011.jpg
7681,LeafScan,1972,Viburnum opulus L.,38178.jpg
7682,LeafScan,55,Pistacia lentiscus L.,1139.jpg
7683,LeafScan,3958,Phillyrea angustifolia L.,14197.jpg
7684,LeafScan,30308,Quercus robur L.,23293.jpg
7685,LeafScan,30283,Pistacia terebinthus L.,2808.jpg
7686,LeafScan,55,Pistacia lentiscus L.,67219.jpg
7687,LeafScan,30126,Ficus carica L.,107537.jpg
7688,LeafScan,1837,Buddleja davidii Franch.,78187.jpg
7689,LeafScan,30132,Fraxinus ornus L.,91141.jpg
7690,LeafScan,30132,Fraxinus ornus L.,37812.jpg
7691,LeafScan,30126,Ficus carica L.,102033.jpg
7692,LeafScan,3962,Syringa vulgaris L.,22721.jpg
7693,LeafScan,4714,Crataegus azarolus L.,112432.jpg
7694,LeafScan,8523,Acer monspessulanum L.,60401.jpg
7695,LeafScan,3958,Phillyrea angustifolia L.,77179.jpg
7696,LeafScan,59,Rhus coriaria L.,81648.jpg
7697,LeafScan,1842,Buxus sempervirens L.,30468.jpg
7698,LeafScan,7305,Juniperus oxycedrus L.,24357.jpg
7699,LeafScan,5602,Daphne cneorum L.,68428.jpg
7700,LeafScan,11,Acer pseudoplatanus L.,59773.jpg
7701,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,113015.jpg
7702,LeafScan,7483,Liquidambar styraciflua L.,59142.jpg
7703,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,76787.jpg
7704,LeafScan,2689,Euphorbia characias L.,19856.jpg
7705,LeafScan,5128,Populus nigra L.,108639.jpg
7706,LeafScan,55,Pistacia lentiscus L.,14667.jpg
7707,LeafScan,30040,Cercis siliquastrum L.,61627.jpg
7708,LeafScan,3962,Syringa vulgaris L.,39397.jpg
7709,LeafScan,329,Hedera helix L.,53135.jpg
7710,LeafScan,6367,Ruscus aculeatus L.,22406.jpg
7711,LeafScan,3282,Quercus cerris L.,18309.jpg
7712,LeafScan,1842,Buxus sempervirens L.,13235.jpg
7713,LeafScan,2475,Cornus mas L.,52179.jpg
7714,LeafScan,1842,Buxus sempervirens L.,3929.jpg
7715,LeafScan,4763,Crataegus germanica (L.) Kuntze,97797.jpg
7716,LeafScan,5124,Populus alba L.,38428.jpg
7717,LeafScan,1331,Ostrya carpinifolia Scop.,17178.jpg
7718,LeafScan,3750,Laurus nobilis L.,86421.jpg
7719,LeafScan,459,Artemisia vulgaris L.,54940.jpg
7720,LeafScan,3958,Phillyrea angustifolia L.,48776.jpg
7721,LeafScan,30132,Fraxinus ornus L.,45763.jpg
7722,LeafScan,8775,Betula utilis D.Don,33501.jpg
7723,LeafScan,4620,Rhamnus cathartica L.,97766.jpg
7724,LeafScan,329,Hedera helix L.,18379.jpg
7725,LeafScan,7483,Liquidambar styraciflua L.,57878.jpg
7726,LeafScan,2631,Diospyros kaki L.f.,50291.jpg
7727,LeafScan,3798,Magnolia grandiflora L.,106709.jpg
7728,LeafScan,4843,Prunus padus L.,89285.jpg
7729,LeafScan,3279,Castanea sativa Mill.,40891.jpg
7730,LeafScan,1842,Buxus sempervirens L.,40134.jpg
7731,LeafScan,5602,Daphne cneorum L.,62501.jpg
7732,LeafScan,14872,Ulmus minor Mill.,60751.jpg
7733,LeafScan,5148,Salix caprea L.,107463.jpg
7734,LeafScan,3291,Quercus petraea Liebl.,18542.jpg
7735,LeafScan,4763,Crataegus germanica (L.) Kuntze,7751.jpg
7736,LeafScan,8775,Betula utilis D.Don,84087.jpg
7737,LeafScan,3465,Aesculus hippocastanum L.,66230.jpg
7738,LeafScan,7483,Liquidambar styraciflua L.,463.jpg
7739,LeafScan,5634,Celtis australis L.,44365.jpg
7740,LeafScan,2335,Chenopodium album L.,93675.jpg
7741,LeafScan,5602,Daphne cneorum L.,71729.jpg
7742,LeafScan,2918,Gleditsia triacanthos L.,72966.jpg
7743,LeafScan,3505,Juglans nigra L.,101669.jpg
7744,LeafScan,5124,Populus alba L.,109239.jpg
7745,LeafScan,3288,Quercus ilex L.,38514.jpg
7746,LeafScan,3283,Quercus coccifera L.,23171.jpg
7747,LeafScan,5602,Daphne cneorum L.,19873.jpg
7748,LeafScan,55,Pistacia lentiscus L.,77835.jpg
7749,LeafScan,1837,Buddleja davidii Franch.,49085.jpg
7750,LeafScan,5128,Populus nigra L.,33751.jpg
7751,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,103011.jpg
7752,LeafScan,30040,Cercis siliquastrum L.,63453.jpg
7753,LeafScan,30713,Quercus palustris Münchh.,87832.jpg
7754,LeafScan,3283,Quercus coccifera L.,59439.jpg
7755,LeafScan,54,Cotinus coggygria Scop.,87160.jpg
7756,LeafScan,4379,Punica granatum L.,45945.jpg
7757,LeafScan,5634,Celtis australis L.,111702.jpg
7758,LeafScan,5131,Populus tremula L.,19189.jpg
7759,LeafScan,59,Rhus coriaria L.,10909.jpg
7760,LeafScan,3291,Quercus petraea Liebl.,110664.jpg
7761,LeafScan,3841,Melia azedarach L.,5760.jpg
7762,LeafScan,3962,Syringa vulgaris L.,71497.jpg
7763,LeafScan,3849,Morus alba L.,94498.jpg
7764,LeafScan,3124,Robinia pseudoacacia L.,60611.jpg
7765,LeafScan,4763,Crataegus germanica (L.) Kuntze,21876.jpg
7766,LeafScan,5634,Celtis australis L.,68293.jpg
7767,LeafScan,2631,Diospyros kaki L.f.,3578.jpg
7768,LeafScan,5128,Populus nigra L.,20715.jpg
7769,LeafScan,8524,Acer opalus Mill.,24886.jpg
7770,LeafScan,30040,Cercis siliquastrum L.,87820.jpg
7771,LeafScan,13559,Prunus serrulata Lindl.,26037.jpg
7772,LeafScan,4838,Prunus dulcis (Mill.) D.A.Webb,30383.jpg
7773,LeafScan,5474,Verbascum blattaria L.,101678.jpg
7774,LeafScan,14803,Tilia platyphyllos Scop.,51023.jpg
7775,LeafScan,3279,Castanea sativa Mill.,16112.jpg
7776,LeafScan,329,Hedera helix L.,65475.jpg
7777,LeafScan,4763,Crataegus germanica (L.) Kuntze,101438.jpg
7778,LeafScan,54,Cotinus coggygria Scop.,29825.jpg
7779,LeafScan,3958,Phillyrea angustifolia L.,14298.jpg
7780,LeafScan,4617,Rhamnus alaternus L.,59064.jpg
7781,LeafScan,3279,Castanea sativa Mill.,15911.jpg
7782,LeafScan,4617,Rhamnus alaternus L.,30001.jpg
7783,LeafScan,3296,Quercus rubra L.,106813.jpg
7784,LeafScan,30040,Cercis siliquastrum L.,110620.jpg
7785,LeafScan,14872,Ulmus minor Mill.,91834.jpg
7786,LeafScan,30249,Nerium oleander L.,43031.jpg
7787,LeafScan,29926,Acer platanoides L.,34705.jpg
7788,LeafScan,7305,Juniperus oxycedrus L.,110003.jpg
7789,LeafScan,4996,Sorbus torminalis (L.) Crantz,61516.jpg
7790,LeafScan,8523,Acer monspessulanum L.,97678.jpg
7791,LeafScan,3279,Castanea sativa Mill.,50321.jpg
7792,LeafScan,6367,Ruscus aculeatus L.,84272.jpg
7793,LeafScan,3958,Phillyrea angustifolia L.,17268.jpg
7794,LeafScan,3956,Olea europaea L.,17813.jpg
7795,LeafScan,29939,Alnus cordata (Loisel.) Duby,56694.jpg
7796,LeafScan,1328,Carpinus betulus L.,113130.jpg
7797,LeafScan,30283,Pistacia terebinthus L.,24135.jpg
7798,LeafScan,5156,Salix fragilis L.,4340.jpg
7799,LeafScan,31439,Koelreuteria paniculata Laxm.,78947.jpg
7800,LeafScan,3962,Syringa vulgaris L.,111934.jpg
7801,LeafScan,8522,Acer campestre L.,20811.jpg
7802,LeafScan,5131,Populus tremula L.,93639.jpg
7803,LeafScan,30056,Cornus sanguinea L.,109182.jpg
7804,LeafScan,7305,Juniperus oxycedrus L.,1001.jpg
7805,LeafScan,4721,Crataegus monogyna Jacq.,49788.jpg
7806,LeafScan,5128,Populus nigra L.,29717.jpg
7807,LeafScan,3297,Quercus suber L.,11114.jpg
7808,LeafScan,326,Ilex aquifolium L.,687.jpg
7809,LeafScan,4763,Crataegus germanica (L.) Kuntze,107846.jpg
7810,LeafScan,7483,Liquidambar styraciflua L.,48658.jpg
7811,LeafScan,4842,Prunus mahaleb L.,19624.jpg
7812,LeafScan,1967,Sambucus ebulus L.,88224.jpg
7813,LeafScan,2648,Arbutus unedo L.,38410.jpg
7814,LeafScan,5602,Daphne cneorum L.,37545.jpg
7815,LeafScan,8523,Acer monspessulanum L.,12291.jpg
7816,LeafScan,565,Centaurea aspera L.,91456.jpg
7817,LeafScan,7483,Liquidambar styraciflua L.,655.jpg
7818,LeafScan,4721,Crataegus monogyna Jacq.,49189.jpg
7819,LeafScan,5602,Daphne cneorum L.,62716.jpg
7820,LeafScan,3962,Syringa vulgaris L.,88248.jpg
7821,LeafScan,2648,Arbutus unedo L.,43135.jpg
7822,LeafScan,1972,Viburnum opulus L.,61390.jpg
7823,LeafScan,3283,Quercus coccifera L.,11462.jpg
7824,LeafScan,14872,Ulmus minor Mill.,68377.jpg
7825,LeafScan,3288,Quercus ilex L.,70765.jpg
7826,LeafScan,3279,Castanea sativa Mill.,10613.jpg
7827,LeafScan,13623,Quercus pubescens Willd.,4282.jpg
7828,LeafScan,44462,Pittosporum tenuifolium Gaertn.,4459.jpg
7829,LeafScan,2841,Ceratonia siliqua L.,100545.jpg
7830,LeafScan,4721,Crataegus monogyna Jacq.,74216.jpg
7831,LeafScan,14872,Ulmus minor Mill.,90796.jpg
7832,LeafScan,14872,Ulmus minor Mill.,3991.jpg
7833,LeafScan,30122,Fagus sylvatica L.,53716.jpg
7834,LeafScan,30249,Nerium oleander L.,70094.jpg
7835,LeafScan,1842,Buxus sempervirens L.,51762.jpg
7836,LeafScan,1251,Tanacetum vulgare L.,2993.jpg
7837,LeafScan,4379,Punica granatum L.,56443.jpg
7838,LeafScan,2648,Arbutus unedo L.,100187.jpg
7839,LeafScan,30131,Fraxinus excelsior L.,112552.jpg
7840,LeafScan,5132,Populus trichocarpa Torr. & A.Gray ex Hook.,111318.jpg
7841,LeafScan,4617,Rhamnus alaternus L.,6751.jpg
7842,LeafScan,2331,Beta vulgaris L.,53993.jpg
7843,LeafScan,30249,Nerium oleander L.,15796.jpg
7844,LeafScan,2631,Diospyros kaki L.f.,93365.jpg
7845,LeafScan,30713,Quercus palustris Münchh.,46282.jpg
7846,LeafScan,29924,Acer negundo L.,89017.jpg
7847,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,9512.jpg
7848,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,67771.jpg
7849,LeafScan,3288,Quercus ilex L.,29785.jpg
7850,LeafScan,7305,Juniperus oxycedrus L.,62853.jpg
7851,LeafScan,13623,Quercus pubescens Willd.,1685.jpg
7852,LeafScan,4353,Primula vulgaris Huds.,24161.jpg
7853,LeafScan,30126,Ficus carica L.,82358.jpg
7854,LeafScan,12,Acer saccharinum L.,17363.jpg
7855,LeafScan,5131,Populus tremula L.,61204.jpg
7856,LeafScan,1973,Viburnum tinus L.,72520.jpg
7857,LeafScan,4721,Crataegus monogyna Jacq.,62156.jpg
7858,LeafScan,3962,Syringa vulgaris L.,104118.jpg
7859,LeafScan,30132,Fraxinus ornus L.,89148.jpg
7860,LeafScan,93,Astrantia minor L.,3476.jpg
7861,LeafScan,2848,Colutea arborescens L.,106383.jpg
7862,LeafScan,5128,Populus nigra L.,99554.jpg
7863,LeafScan,329,Hedera helix L.,64489.jpg
7864,LeafScan,30126,Ficus carica L.,70583.jpg
7865,LeafScan,3557,Lamium album L.,106402.jpg
7866,LeafScan,5714,Vitex agnus-castus L.,78128.jpg
7867,LeafScan,3124,Robinia pseudoacacia L.,50376.jpg
7868,LeafScan,3130,Sophora japonica L.,75130.jpg
7869,LeafScan,30056,Cornus sanguinea L.,103438.jpg
7870,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,104254.jpg
7871,LeafScan,5634,Celtis australis L.,3678.jpg
7872,LeafScan,30308,Quercus robur L.,38455.jpg
7873,LeafScan,30381,Sorbus aria (L.) Crantz,52487.jpg
7874,LeafScan,3958,Phillyrea angustifolia L.,14522.jpg
7875,LeafScan,1842,Buxus sempervirens L.,65920.jpg
7876,LeafScan,59,Rhus coriaria L.,49610.jpg
7877,LeafScan,3942,Fraxinus angustifolia Vahl,30632.jpg
7878,LeafScan,6367,Ruscus aculeatus L.,91031.jpg
7879,LeafScan,4719,Crataegus laevigata (Poir.) DC.,84659.jpg
7880,LeafScan,4847,Prunus spinosa L.,92806.jpg
7881,LeafScan,30131,Fraxinus excelsior L.,15835.jpg
7882,LeafScan,2689,Euphorbia characias L.,26882.jpg
7883,LeafScan,1973,Viburnum tinus L.,70320.jpg
7884,LeafScan,3956,Olea europaea L.,77013.jpg
7885,LeafScan,14872,Ulmus minor Mill.,28958.jpg
7886,LeafScan,3288,Quercus ilex L.,84988.jpg
7887,LeafScan,5634,Celtis australis L.,62288.jpg
7888,LeafScan,8775,Betula utilis D.Don,68557.jpg
7889,LeafScan,8631,Antirrhinum majus L.,63833.jpg
7890,LeafScan,1973,Viburnum tinus L.,43356.jpg
7891,LeafScan,4617,Rhamnus alaternus L.,102513.jpg
7892,LeafScan,1842,Buxus sempervirens L.,41193.jpg
7893,LeafScan,14908,Vicia sativa L.,84282.jpg
7894,LeafScan,4842,Prunus mahaleb L.,84717.jpg
7895,LeafScan,2475,Cornus mas L.,19963.jpg
7896,LeafScan,1842,Buxus sempervirens L.,40988.jpg
7897,LeafScan,4719,Crataegus laevigata (Poir.) DC.,71505.jpg
7898,LeafScan,4838,Prunus dulcis (Mill.) D.A.Webb,32006.jpg
7899,LeafScan,661,Cichorium intybus L.,62320.jpg
7900,LeafScan,3506,Juglans regia L.,2097.jpg
7901,LeafScan,30249,Nerium oleander L.,27506.jpg
7902,LeafScan,4739,Eriobotrya japonica (Thunb.) Lindl.,63390.jpg
7903,LeafScan,5634,Celtis australis L.,12934.jpg
7904,LeafScan,4762,Malus sylvestris Mill.,68167.jpg
7905,LeafScan,44462,Pittosporum tenuifolium Gaertn.,59498.jpg
7906,LeafScan,3506,Juglans regia L.,81381.jpg
7907,LeafScan,30040,Cercis siliquastrum L.,108371.jpg
7908,LeafScan,3801,Alcea rosea L.,61374.jpg
7909,LeafScan,30056,Cornus sanguinea L.,62421.jpg
7910,LeafScan,5124,Populus alba L.,111850.jpg
7911,LeafScan,5124,Populus alba L.,46879.jpg
7912,LeafScan,3962,Syringa vulgaris L.,22800.jpg
7913,LeafScan,4721,Crataegus monogyna Jacq.,12175.jpg
7914,LeafScan,329,Hedera helix L.,68738.jpg
7915,LeafScan,4721,Crataegus monogyna Jacq.,74423.jpg
7916,LeafScan,1467,Albizia julibrissin Durazz.,63350.jpg
7917,LeafScan,4616,Paliurus spina-christi Mill.,59447.jpg
7918,LeafScan,3813,Malva arborea (L.) Webb & Berthel.,2200.jpg
7919,LeafScan,8522,Acer campestre L.,106811.jpg
7920,LeafScan,3798,Magnolia grandiflora L.,70181.jpg
7921,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,80072.jpg
7922,LeafScan,8524,Acer opalus Mill.,88745.jpg
7923,LeafScan,2689,Euphorbia characias L.,71305.jpg
7924,LeafScan,6367,Ruscus aculeatus L.,46830.jpg
7925,LeafScan,55,Pistacia lentiscus L.,71709.jpg
7926,LeafScan,32422,Perovskia atriplicifolia Benth.,36238.jpg
7927,LeafScan,6367,Ruscus aculeatus L.,22834.jpg
7928,LeafScan,3288,Quercus ilex L.,52353.jpg
7929,LeafScan,3584,Mentha aquatica L.,4851.jpg
7930,LeafScan,3956,Olea europaea L.,72697.jpg
7931,LeafScan,2689,Euphorbia characias L.,90022.jpg
7932,LeafScan,8522,Acer campestre L.,105482.jpg
7933,LeafScan,3956,Olea europaea L.,62823.jpg
7934,LeafScan,30132,Fraxinus ornus L.,29707.jpg
7935,LeafScan,3797,Liriodendron tulipifera L.,64240.jpg
7936,LeafScan,5602,Daphne cneorum L.,78996.jpg
7937,LeafScan,4721,Crataegus monogyna Jacq.,31276.jpg
7938,LeafScan,3568,Lamium purpureum L.,64600.jpg
7939,LeafScan,4094,Plantago lanceolata L.,89364.jpg
7940,LeafScan,8523,Acer monspessulanum L.,111999.jpg
7941,LeafScan,1973,Viburnum tinus L.,104849.jpg
7942,LeafScan,4840,Prunus laurocerasus L.,9615.jpg
7943,LeafScan,5124,Populus alba L.,41445.jpg
7944,LeafScan,6367,Ruscus aculeatus L.,89911.jpg
7945,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,6482.jpg
7946,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,41502.jpg
7947,LeafScan,1973,Viburnum tinus L.,53633.jpg
7948,LeafScan,1973,Viburnum tinus L.,46699.jpg
7949,LeafScan,3283,Quercus coccifera L.,20794.jpg
7950,LeafScan,4721,Crataegus monogyna Jacq.,38878.jpg
7951,LeafScan,1968,Sambucus nigra L.,41771.jpg
7952,LeafScan,3962,Syringa vulgaris L.,28787.jpg
7953,LeafScan,3291,Quercus petraea Liebl.,112338.jpg
7954,LeafScan,4059,Passiflora caerulea L.,37505.jpg
7955,LeafScan,5156,Salix fragilis L.,55808.jpg
7956,LeafScan,3958,Phillyrea angustifolia L.,14676.jpg
7957,LeafScan,14872,Ulmus minor Mill.,106389.jpg
7958,LeafScan,1328,Carpinus betulus L.,2712.jpg
7959,LeafScan,3956,Olea europaea L.,79811.jpg
7960,LeafScan,967,Hypochaeris radicata L.,38402.jpg
7961,LeafScan,4721,Crataegus monogyna Jacq.,67467.jpg
7962,LeafScan,14900,Viburnum rhytidophyllum Hemsl. ex F.B.Forbes & Hemsl.,51912.jpg
7963,LeafScan,8522,Acer campestre L.,84642.jpg
7964,LeafScan,13623,Quercus pubescens Willd.,98994.jpg
7965,LeafScan,30056,Cornus sanguinea L.,57836.jpg
7966,LeafScan,4840,Prunus laurocerasus L.,14427.jpg
7967,LeafScan,3279,Castanea sativa Mill.,24435.jpg
7968,LeafScan,30308,Quercus robur L.,76813.jpg
7969,LeafScan,326,Ilex aquifolium L.,86502.jpg
7970,LeafScan,5124,Populus alba L.,71499.jpg
7971,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,11162.jpg
7972,LeafScan,1325,Betula pendula Roth,24147.jpg
7973,LeafScan,3465,Aesculus hippocastanum L.,77490.jpg
7974,LeafScan,1325,Betula pendula Roth,103817.jpg
7975,LeafScan,44462,Pittosporum tenuifolium Gaertn.,70901.jpg
